State,City,Water Source,Pollutant Type,Pollution Level,pH,Dissolved Oxygen,Temperature,Year,Safe Limit
Uttar Pradesh,Kanpur,River,Lead,Low,7.12,4.51,26.5,2024,No
Odisha,Bhubaneswar,Canal,Fluoride,MEDIUM,6.79,5.86,21.5,2017,Yes
Haryana,Ambala,river,Pesticides,Low,6.98,2.32,38.0,2018,No
Gujarat,Bhavnagar,WELL,CADMIUM,Low,6.44,6.21,26.5,2021,No
Kerala,Kozhikode,Pond,Sewage,Low,6.25,4.35,19.9,2018,No
Maharashtra,Mumbai,River,Plastic Waste,Severe,7.85,4.51,14.6,2016.0,Yes
Kerala,Thrissur,GROUNDWATER,Pesticides,Medium,6.79,6.85,25.4,2023,No
Punjab,Amritsar,Borewell,Nitrate,Medium,6.13,3.02,20.9,2022,No
Gujarat,Bhavnagar,Reservoir,Sewage,Medium,7.07,0.5,30.2,2022,YES
West Bengal,Asansol,Canal,Arsenic,Medium,6.72,5.76,20.5,2018,No
Delhi,Rohini,Groundwater,Industrial Waste,High,5.82,6.62,30.6,2024,No
Odisha,Bhubaneswar,Groundwater,Industrial Waste,Low,6.58,1.44,25.7,2018,Yes
Uttar Pradesh,Noida,Well,Industrial Waste,,8.48,5.05,26.9,2015,No
Rajasthan,Jodhpur,Canal,Industrial Waste,High,6.24,3.72,13.2,2016.0,No
Gujarat,Surat,Groundwater,Mercury,Medium,6.74,5.29,24.4,2019,NO
Uttar Pradesh,Lucknow,Canal,Pesticides,Severe,8.85,8.66,22.8,2020,Yes
Assam,Nagaon,Groundwater,Nitrate,Severe,7.17,3.08,19.1,2019,No
Maharashtra,Nashik,Groundwater,Mercury,Low,7.44,3.97,25.5,2019,Yes
Kerala,Thrissur,Pond,Mercury,Low,7.13,7.67,19.9,2019,No
Maharashtra,Nagpur,Well,Arsenic,Low,5.8,4.42,25.6,2019,Yes
West Bengal,Asansol,Groundwater,Plastic Waste,severe,8.24,4.29,23.7,2020,No
Gujarat,Rajkot,Reservoir,Nitrate,Medium,6.84,6.68,28.8,2024,No
West Bengal,Asansol,Borewell,Arsenic,Severe,5.89,3.64,21.8,2017,No
Karnataka,Hubli,Groundwater, Cadmium ,Severe,7.52,4.23,28.3,2023,Yes
Odisha,Rourkela,Lake,Chromium,Medium,5.98,7.35,15.0,2016,Yes
Gujarat,Surat, River ,Fluoride,Medium,6.77,7.35,28.0,2020.0,No
Haryana,Ambala,Groundwater,Plastic Waste,High,7.39,6.35,20.5,2022,Yes
Maharashtra,Nagpur,Well,SEWAGE,Medium,5.92,2.81,13.4,2022,no
Punjab,Patiala,Lake,Industrial Waste,Medium,5.88,5.6,20.5,2022,No
Madhya Pradesh,Jabalpur,groundwater,Cadmium,Severe,,3.79,37.2,2024,Yes
Assam,Silchar,GROUNDWATER,Lead,Medium,7.69,2.59,25.5,2022,No
Delhi,Karol Bagh,Groundwater,Sewage,High,5.83,3.89,15.8,2020,No
Kerala,Kollam,Groundwater,Nitrate,Low,7.35,3.11,29.2,2016.0,no
Tamil Nadu,Coimbatore,Pond,Pesticides,Low,8.68,1.65,20.5,2016,No
Karnataka,Bengaluru, Reservoir ,Pesticides, Medium ,8.34,2.62,19.9,2024,Yes
Haryana,Ambala,Pond,Industrial Waste,Low,6.34,4.0,12.7,2018,No
Rajasthan,Jaipur,Canal,Sewage,SEVERE,8.88,3.67,22.2,2015,Yes
Assam,Guwahati,Well,Chromium,Low,6.45,4.55,18.7,2024,Yes
Gujarat,Bhavnagar,Canal, Plastic Waste ,High,7.41,4.61,23.1,2024,Yes
Punjab,,Lake,Plastic Waste,High,7.22,4.67,19.8,2019,Yes
Tamil Nadu,Salem,Canal,Pesticides, High ,7.54,3.97,36.4,2017,No
,Muzaffarpur, Reservoir ,Industrial Waste,High,5.44,8.19,24.2,2018,No
Kerala,Thiruvananthapuram,Borewell,Arsenic,Low,6.1,7.27,22.9,,No
Rajasthan,Kota,Canal, Industrial Waste ,Severe,7.25,4.38,23.0,2023,Yes
Punjab,Chandigarh,Groundwater,Plastic Waste,High,7.44,5.62,14.1,2024,Yes
Haryana,Panipat,Borewell,Mercury,Severe,8.12,4.79,29.3,2015,No
Odisha,Bhubaneswar,Borewell, Fluoride ,medium,5.28,7.87,24.4,2022,No
West Bengal,Durgapur,Lake,Fluoride,Medium,4.94,4.09,27.8,2017,No
Rajasthan,Kota,RIVER,Sewage,Severe,6.23,4.34,27.5,2016.0,No
Tamil Nadu,Trichy,Reservoir,Pesticides,Low,7.19,1.82,22.8,2023,Yes
Rajasthan,Bikaner,Canal, Fluoride ,Low,6.9,,20.2,2018,Yes
Punjab,Ludhiana,river,Industrial Waste,Low,8.1,7.47,20.9,2015,Yes
Haryana,Gurugram,Borewell,Arsenic,Severe,7.66,5.53,19.2,2019,No
Delhi,Dwarka,Pond,Arsenic,Low,6.55,5.19,27.6,2018,Yes
Assam,Nagaon,BOREWELL,Lead,medium,6.62,5.03,23.1,2017,Yes
Uttar Pradesh,Agra,Canal,Cadmium,severe,6.63,5.39,26.0,2016,Yes
Tamil Nadu,Trichy,Reservoir,Cadmium,Medium,6.0,3.4,30.4,2022,No
Punjab,Chandigarh,Groundwater,Chromium,MEDIUM,6.71,5.76,14.8,2020,No
Uttar Pradesh,Noida,Reservoir,FLUORIDE,Low,8.18,5.88,23.2,2023,No
Delhi,Karol Bagh,BOREWELL,CHROMIUM,Severe,7.79,5.5,26.0,2016,Yes
Karnataka,Mysuru,River,Arsenic,Low,5.65,6.87,24.4,2018,no
Assam,Guwahati,reservoir,Mercury,Low,7.86,5.87,25.5,2017,No
Bihar,Patna,Borewell,Mercury,Severe,6.04,8.59,19.5,2024,No
Madhya Pradesh,Gwalior,GROUNDWATER,Plastic Waste,Low,7.91,5.22,38.0,2018,No
Uttar Pradesh,Kanpur,Well,Arsenic,Medium,7.89,7.64,36.9,2023,No
Tamil Nadu,Chennai,Well,Lead,SEVERE,7.76,6.48,22.8,2018,Yes
Assam,Dibrugarh,Lake,cadmium,Severe,7.6,5.45,30.8,2024,Yes
Haryana,Ambala,Canal,Fluoride,Low,6.4,8.87,29.4,2017,Yes
Bihar,Patna,Lake,Nitrate,Low,5.98,6.06,17.6,2015,Yes
Bihar,Muzaffarpur,Groundwater,Nitrate,Low,7.24,3.2,18.6,2022,No
Assam,Guwahati,Well,Chromium,Medium,7.53,5.32,23.7,2024,No
Gujarat,Vadodara,RESERVOIR,Chromium,High,8.08,2.77,26.5,2020,No
Uttar Pradesh,Agra,Pond,arsenic, Low ,6.34,8.48,22.8,2017,Yes
Haryana,Gurugram,Canal,Fluoride, Medium ,9.05,4.39,16.3,2016,No
Madhya Pradesh,Ujjain,Groundwater,Cadmium,Medium,7.33,4.79,24.1,2018,No
West Bengal,Siliguri,River,Industrial Waste,Low,7.24,6.79,23.7,2023,No
Gujarat,Bhavnagar,Reservoir,Arsenic,Low,8.03,7.87,23.4,2020,No
Punjab,Jalandhar,Borewell,MERCURY,Low,7.48,7.63,27.6,2016,No
Karnataka,Mangalore,Lake,Cadmium,Low,7.36,6.66,21.6,2022,
Delhi,Dwarka,Lake,Chromium,High,6.71,2.65,29.7,2021,No
Gujarat,Vadodara,Pond,Industrial Waste,HIGH,,6.16,24.0,2020,No
Assam,Guwahati,pond,Pesticides,severe,5.72,7.02,27.8,2020,yes
Delhi,Saket,Reservoir,pesticides,Severe,6.58,4.37,10.9,2019,Yes
Assam,Nagaon,Reservoir,Cadmium,Low,6.16,3.56,18.4,2019,
Haryana,Panipat,Groundwater,Plastic Waste,Severe,8.45,3.76,25.1,2020,Yes
Karnataka,Hubli,Well,Fluoride,HIGH,5.02,5.1,25.2,2023,No
West Bengal,Siliguri,Reservoir,Cadmium,Medium,6.76,4.89,28.8,2018,Yes
West Bengal,Siliguri,River,Sewage,Severe,7.3,3.1,22.8,2017,Yes
Odisha,Berhampur,Reservoir,Mercury,low,6.73,4.4,23.1,2015,No
Punjab,Patiala,Pond,Mercury,Severe,5.92,6.96,30.8,2023,No
Kerala,Kozhikode,Borewell,Pesticides,Low,6.3,6.18,30.2,2017,No
Kerala,Thrissur,LAKE, Plastic Waste ,Severe,6.11,3.84,21.2,2020,Yes
Uttar Pradesh,Noida,River,CADMIUM,High,7.09,3.22,15.0,2021,No
Maharashtra,Pune,Lake,Industrial Waste,Medium,7.08,4.16,29.0,2023,Yes
West Bengal,Kolkata,Borewell,,Low,6.01,9.63,33.3,2016,Yes
Bihar,Patna,Groundwater,Nitrate,Severe,6.1,3.84,19.2,2021,yes
Tamil Nadu,Salem,Lake,Mercury,Medium,7.9,4.98,27.8,2020.0,Yes
Rajasthan,Jaipur,POND,Fluoride,Low,5.9,5.12,19.7,2020,Yes
Assam,Nagaon,Reservoir,Chromium,Medium,6.66,6.78,26.2,2015,No
West Bengal,Kolkata,Canal,Chromium,low,7.02,7.93,16.4,2016,YES
Uttar Pradesh,Noida,Borewell,Arsenic,Low,7.82,6.47,26.1,2023,Yes
Assam,Silchar,Lake,Arsenic,High,6.5,6.64,25.0,2019,NO
Delhi,Karol Bagh,Groundwater,Sewage,Low,8.44,6.82,24.0,2024,Yes
Bihar,Gaya,Groundwater,Fluoride,Severe,5.84,4.59,25.0,2019,NO
Punjab,Ludhiana,,Industrial Waste,High,7.51,3.66,23.9,2020,No
Madhya Pradesh,Indore,River,Nitrate,low,,6.96,25.7,2018,No
Karnataka,Hubli,Groundwater,ARSENIC,High,7.75,5.65,23.5,2016,No
Kerala,Kollam,Lake,Lead,Severe,7.19,3.85,32.7,2024,No
Delhi,Karol Bagh,Lake,Mercury,Medium,6.18,5.06,25.5,2017,No
Haryana,Ambala,Pond,Lead, Severe ,7.11,4.6,27.3,2023,Yes
Madhya Pradesh,Ujjain,RIVER,Nitrate,Low,6.88,6.96,28.0,2018,Yes
Tamil Nadu,Trichy,GROUNDWATER,Industrial Waste,Severe,6.77,4.68,26.4,2017,Yes
Tamil Nadu,Salem,Groundwater,arsenic,Severe,7.82,4.51,23.4,2024,No
Bihar,Gaya,Canal,ARSENIC,High,7.56,8.01,24.6,2018,No
Tamil Nadu,Chennai,reservoir,Mercury,,7.3,8.11,28.4,2015,Yes
Haryana,Karnal,Lake,Chromium,Low,9.09,5.47,26.5,2017,Yes
Maharashtra,Nashik,Reservoir,Fluoride,SEVERE,6.19,6.39,17.4,2018,No
Delhi,Karol Bagh,GROUNDWATER,Fluoride,Medium,7.69,3.63,33.7,,No
Bihar,Darbhanga,Borewell,Pesticides,Medium,6.72,3.99,19.6,2016,Yes
Delhi,New Delhi,River,Pesticides,MEDIUM,7.77,6.25,26.3,2019,Yes
Madhya Pradesh,Jabalpur,RIVER,Cadmium,Medium,7.9,6.01,32.8,2019,Yes
Haryana,Gurugram,Reservoir,Fluoride,LOW,6.03,4.13,29.2,2021,No
Karnataka,Belgaum,POND,nitrate,High,5.34,3.9,23.7,2021,No
Kerala,Kollam,River,Cadmium,LOW,6.46,1.68,21.4,2017,Yes
Karnataka,Mysuru,River,Arsenic,severe,6.43,7.64,31.1,2019,No
Rajasthan,Kota,Borewell,Arsenic,Medium,7.99,6.14,24.3,2019,Yes
Kerala,Kochi,Reservoir,Mercury,high,7.79,8.15,21.0,2023,Yes
Odisha,Rourkela,Canal,Cadmium,High,6.63,3.51,22.9,2015,Yes
Madhya Pradesh,Ujjain,Groundwater,PLASTIC WASTE,Low,7.24,4.45,11.8,2023,no
Madhya Pradesh,Jabalpur,Reservoir,Plastic Waste,Medium,7.23,5.27,21.5,2018,Yes
Bihar,Bhagalpur,Lake,Sewage,Medium,5.06,6.3,20.8,2020,Yes
Haryana,Panipat,Groundwater,Cadmium,Medium,6.14,5.28,24.5,2015,Yes
,Ambala,Canal,arsenic,High,7.01,6.93,28.9,2022.0,Yes
Delhi,Saket,Lake,sewage,High,7.45,4.93,18.9,2021,Yes
Kerala,Kozhikode,Lake,Pesticides,Severe,7.64,5.92,28.8,2019,No
Uttar Pradesh,Kanpur,Canal,Chromium,low,8.32,5.12,20.7,2023,No
Bihar,Muzaffarpur,LAKE,Mercury,HIGH,8.32,4.98,29.4,2021,Yes
Madhya Pradesh,Gwalior,Canal,Industrial Waste,High,8.17,,24.2,2015,No
West Bengal,Asansol,Pond,Arsenic,Medium,6.68,3.11,21.9,2016,Yes
Maharashtra,Nashik,well,Fluoride,LOW,6.35,2.14,23.6,2021.0,YES
Rajasthan,Kota,Borewell,Arsenic,High,8.08,2.76,21.2,2018,No
Assam,Dibrugarh,Borewell,FLUORIDE,Severe,6.68,5.09,25.5,2024,Yes
Tamil Nadu,Chennai,Well,Mercury,Severe,6.82,5.37,23.8,2019,Yes
Uttar Pradesh,Noida,Well,Industrial Waste,High,6.04,7.21,32.6,2019,No
Bihar,Muzaffarpur,Well,Chromium,Low,,6.73,22.4,2019,yes
Rajasthan,Jaipur,Borewell,Chromium,Severe,,3.26,26.2,2018,Yes
Punjab,Ludhiana,Pond,FLUORIDE,Medium,7.46,8.18,35.4,2015,yes
Odisha,Cuttack,River,Chromium,Low,7.52,5.09,19.2,2018,No
Tamil Nadu,Coimbatore,POND,Nitrate,Severe,6.12,5.61,26.2,2015,Yes
Delhi,Rohini,Pond,Mercury, Medium ,6.73,4.86,21.2,2020,No
Uttar Pradesh,Agra,LAKE,Lead,HIGH,9.0,5.21,25.5,2023,Yes
Kerala,Thiruvananthapuram,Groundwater,Cadmium,High,8.71,3.79,19.8,2017,no
Maharashtra,Nashik,groundwater,Pesticides,Medium,6.49,6.1,28.7,2024,No
Maharashtra,Aurangabad,Borewell,Nitrate,High,6.35,4.44,25.2,2017,Yes
Odisha,Rourkela,River,Cadmium,Severe,6.69,6.74,20.9,2022,Yes
Madhya Pradesh,Gwalior,Reservoir,Chromium,High,6.97,6.97,29.5,2017,Yes
Kerala,Kozhikode,BOREWELL,Chromium,Low,5.61,5.21,21.6,2024,No
Rajasthan,Jodhpur,Lake,pesticides,High,7.4,,21.6,2016,Yes
Kerala,Thiruvananthapuram, River ,Arsenic,Severe,8.08,4.77,13.8,2024,No
Delhi,New Delhi,Borewell,Arsenic,Low,8.3,5.89,19.8,2017,YES
Maharashtra,Mumbai,Reservoir,Lead,High,7.11,3.19,28.4,2017.0,Yes
Tamil Nadu,Madurai,Canal,Sewage,Low,6.5,4.44,20.9,2024,No
Madhya Pradesh,Indore,Canal,Lead,High,5.48,7.0,28.4,2023,Yes
Madhya Pradesh,Bhopal,river,Pesticides,Low,6.05,6.62,23.4,2015,No
Karnataka,Mysuru,Lake,Industrial Waste,Low,8.12,3.1,22.3,2018,NO
Tamil Nadu,Coimbatore,Groundwater,Plastic Waste,Severe,6.62,6.31,22.7,2016,No
Maharashtra,Nashik,Borewell,Nitrate,High,6.65,7.3,31.0,2019,Yes
Assam,Nagaon,Lake,Mercury,High,5.67,4.15,31.6,2017,Yes
Karnataka,Belgaum,Canal,mercury,Low,7.23,4.51,20.6,2018,Yes
Karnataka,Mysuru,CANAL,Chromium,Medium,6.27,8.2,30.8,2024,Yes
Assam,Jorhat,Canal,Pesticides,Low,5.81,5.13,20.0,2020,Yes
Delhi,Rohini,Borewell,Arsenic,Low,5.0,6.4,11.5,2017,No
Maharashtra,Pune,Lake,Fluoride,Severe,6.03,6.1,26.6,2019,No
Punjab,Amritsar,Borewell,FLUORIDE,Medium,7.31,7.74,20.1,2017,No
Haryana,Faridabad,WELL,Pesticides,High,8.47,4.99,32.0,2019,YES
West Bengal,Kolkata,Canal,Sewage,Severe,6.67,,9.8,2020,No
Gujarat,Ahmedabad,Well,Industrial Waste,Medium,8.48,7.43,20.4,2019,No
Maharashtra,Nashik,Groundwater,Sewage,Severe,8.14,3.75,23.4,2016,No
Bihar,Darbhanga,Borewell,Lead,severe,5.77,5.84,20.7,2017,No
West Bengal,Siliguri,Pond,Mercury, Medium ,6.19,6.65,22.4,2016,No
Kerala,Kochi,Lake,CADMIUM,Severe,7.48,4.19,29.2,2022,Yes
Maharashtra,Aurangabad,Groundwater,Sewage,High,7.79,5.64,24.9,2022,No
West Bengal,Asansol,Groundwater,Fluoride, Medium ,7.43,7.45,22.3,2021,Yes
Uttar Pradesh,Kanpur,River,arsenic,Low,6.88,3.78,16.0,2019,Yes
Madhya Pradesh,Gwalior,Lake,Sewage,Low,7.79,6.15,15.4,2017,Yes
Karnataka,Mangalore,Borewell,Lead,Severe,6.86,3.67,25.7,2023,No
West Bengal,Kolkata,Well,Arsenic,Severe,5.8,1.58,20.5,2018,no
Bihar,Patna,Well,Sewage,Severe,7.46,4.73,16.6,2023,No
Odisha,Berhampur,Well,Plastic Waste,High,6.64,9.08,19.8,2023.0,Yes
Uttar Pradesh,Lucknow,RESERVOIR,Mercury,Low,8.13,7.56,19.1,2021.0,No
Tamil Nadu,Coimbatore,Canal,Chromium,Low,6.94,4.86,30.1,2020,No
Uttar Pradesh,Lucknow,Borewell,Sewage,LOW,6.42,3.55,32.4,2016,No
Assam,Silchar,Canal,Plastic Waste,Low,5.98,6.13,19.8,2017,No
Maharashtra,Aurangabad,Groundwater,pesticides,Medium,8.17,6.56,21.9,2024,Yes
Uttar Pradesh,Kanpur,Groundwater,Sewage,Low,6.63,4.62,21.8,2022,No
Punjab,Ludhiana,Reservoir,Arsenic,Low,7.94,4.41,33.1,2022,No
Madhya Pradesh,Bhopal,Groundwater,Arsenic,High,8.15,7.45,18.6,2019,Yes
Karnataka,Belgaum,lake,Sewage,Low,8.47,5.17,23.9,2022,Yes
Tamil Nadu,Madurai,Lake,CHROMIUM,Severe,6.58,4.76,29.8,2023,NO
Gujarat,Surat,River,PLASTIC WASTE, Severe ,6.83,4.47,22.6,2018,No
Odisha,Bhubaneswar,Pond,Mercury,,9.37,6.04,22.1,2017,Yes
Haryana,Ambala,groundwater,Arsenic,HIGH,6.88,4.74,22.5,2021,No
Kerala,Kochi,Borewell,Nitrate,Low,5.62,3.47,28.9,2024.0,yes
Rajasthan,Kota,Borewell,Mercury,Medium,8.0,3.63,27.1,2022,No
Kerala,Kollam,Borewell,Lead,medium,6.55,3.03,25.6,2016,No
West Bengal,Asansol,River,PLASTIC WASTE,Low,8.06,6.37,23.0,2020,No
Odisha,Rourkela,Lake,LEAD,High,6.61,6.8,22.1,2021,No
Bihar,Darbhanga,River,Sewage,Low,7.55,6.57,22.5,2018,No
Haryana,Faridabad,LAKE,Arsenic,High,6.56,2.96,21.4,2022,Yes
Assam,Nagaon,Groundwater,Plastic Waste,Low,7.52,8.02,28.6,2024,No
Haryana,Gurugram,Borewell,Mercury,Severe,8.17,7.23,15.0,2017,No
Gujarat,Vadodara,POND,Chromium,Medium,6.43,8.26,21.3,2023,Yes
Uttar Pradesh,Kanpur,Pond,Cadmium,Severe,8.0,7.05,25.3,2022,No
Assam,Jorhat,River,Sewage,Severe,6.45,2.32,32.7,2015,NO
Punjab,Patiala,Pond,chromium,SEVERE,5.95,4.86,19.7,2023,No
Delhi,,Lake,Pesticides,High,6.73,7.98,23.2,2021,Yes
Karnataka,Mysuru,WELL,Nitrate,Medium,7.12,4.81,17.4,2024,No
Odisha,Sambalpur,river,Cadmium,High,8.39,4.5,22.7,2017,Yes
Punjab,,reservoir,Plastic Waste,Medium,,5.39,26.5,2017,No
Madhya Pradesh,Bhopal,Well,Industrial Waste,Severe,6.86,3.85,24.5,2017,Yes
Tamil Nadu,Chennai,river,Nitrate,HIGH,7.42,,22.6,2024,Yes
Assam,Dibrugarh,Pond,Plastic Waste,Low,7.21,7.6,27.1,2022,No
Bihar,Patna,Groundwater,Mercury,Severe,6.63,7.34,22.1,2020,Yes
Tamil Nadu,Trichy,BOREWELL,Cadmium,Medium,7.26,5.95,22.4,2018,Yes
Delhi,Saket,Pond,INDUSTRIAL WASTE,Severe,7.52,5.3,23.1,2022,No
Delhi,New Delhi,Borewell,mercury,severe,7.24,7.81,11.9,2019,No
Uttar Pradesh,Agra,Borewell,LEAD,Medium,5.77,8.4,28.1,2017,Yes
Haryana,Gurugram,Well,Industrial Waste,Low,7.93,4.89,19.8,2021,No
Assam,Jorhat,RESERVOIR,Industrial Waste,Medium,7.42,8.89,30.7,2023,No
Maharashtra,Pune,Lake,Plastic Waste,Severe,8.22,6.87,,2021,No
Kerala,Kochi,Reservoir,Nitrate,Low,7.91,5.84,24.3,2015,Yes
Maharashtra,Aurangabad,River,Lead,low,4.5,4.24,19.6,2020,No
Assam,Guwahati,Groundwater,Sewage,Low,6.41,3.54,20.1,2023,No
Madhya Pradesh,Indore,Groundwater,Lead,High,5.42,3.37,13.8,2016,Yes
Rajasthan,Udaipur,Reservoir,Industrial Waste,,6.32,4.4,17.0,2024.0,No
Gujarat,Rajkot,Well,Cadmium,Medium,6.88,4.33,13.0,2019,Yes
Kerala,Kozhikode,Groundwater,Pesticides,Medium,7.14,6.98,23.0,2022,Yes
Tamil Nadu,Salem,Canal,Nitrate,Severe,5.9,4.44,25.8,2019,No
Haryana,Karnal,Groundwater,Fluoride,Low,7.43,7.99,30.3,2021,Yes
Madhya Pradesh,Bhopal,Reservoir,Pesticides,MEDIUM,8.33,6.38,22.9,2015,Yes
Assam,Silchar,River,Plastic Waste,Severe,7.58,4.32,21.4,2020,Yes
Kerala,Thrissur,Groundwater,Sewage,Severe,5.17,5.59,22.8,2020,No
Madhya Pradesh,Jabalpur,Borewell,Nitrate,Low,7.81,2.56,19.5,2021,Yes
Karnataka,Mangalore,GROUNDWATER,Cadmium,Medium,7.53,0.73,30.8,2020,No
Karnataka,Bengaluru,Borewell,Mercury,Severe,7.47,5.88,27.1,2015,no
Haryana,Panipat,River,pesticides,,,5.26,21.4,2024,No
Delhi,Dwarka,Pond,Plastic Waste,Medium,8.0,4.48,19.9,2016,Yes
Tamil Nadu,Coimbatore,Lake,fluoride,Medium,6.46,7.6,15.7,2015,No
Delhi,Rohini,Pond,Pesticides,Low,6.48,4.4,23.5,2024,Yes
Haryana,Karnal,POND,arsenic,Severe,6.68,5.09,27.6,2021,Yes
Bihar,Bhagalpur,river,Cadmium,Severe,6.05,5.73,19.1,2016,No
West Bengal,Howrah,reservoir,Arsenic,Low,6.63,5.5,31.7,2023,Yes
Kerala,Thrissur,Well,Plastic Waste,Medium,7.47,6.25,31.0,2018,No
Tamil Nadu,Chennai,,Sewage,Medium,8.15,4.44,26.7,2016,yes
Odisha,Rourkela, River ,cadmium,High,5.47,5.4,25.9,2021,Yes
Uttar Pradesh,Agra,Lake,Chromium,Severe,6.64,6.38,26.8,2019,Yes
Odisha,Cuttack,Well,Cadmium,Medium,5.78,5.77,23.1,2016,No
Kerala,Thiruvananthapuram,Pond,Pesticides,Low,5.97,7.46,21.1,2017,No
Rajasthan,Jodhpur,Well,Pesticides,Low,7.47,6.39,24.0,2015,No
Haryana,Gurugram,Canal,Arsenic,Severe,6.72,7.39,19.8,2024,Yes
Rajasthan,Udaipur,Reservoir,Lead,Medium,7.28,7.65,17.7,2015,No
Assam,Dibrugarh,Well,Sewage,low,7.31,5.66,25.8,,yes
Tamil Nadu,Madurai,Well,LEAD,Low,8.01,4.55,21.4,2020,Yes
Punjab,Ludhiana,Borewell,Industrial Waste,Severe,7.64,5.34,31.2,2024,No
Madhya Pradesh,Jabalpur,Canal,industrial waste,Low,6.39,7.26,23.3,2023,Yes
Rajasthan,Bikaner,Borewell,Fluoride,High,6.78,3.98,34.9,2015,Yes
Gujarat,Bhavnagar,Lake,Sewage,Medium,8.89,4.55,24.2,2017,NO
Haryana,Karnal,River,Lead,Severe,7.81,7.52,21.4,2016,No
Tamil Nadu,Trichy,Groundwater,Arsenic,Severe,7.11,6.43,27.6,2015,Yes
Delhi,New Delhi,GROUNDWATER,Lead,Medium,6.78,6.63,24.2,2024,Yes
Odisha,Cuttack,Reservoir,Lead,Low,7.2,5.4,25.4,2017.0,Yes
West Bengal,Howrah,River,Lead,High,7.66,7.76,,2020,No
Delhi,New Delhi,Pond,Plastic Waste,Medium,7.3,7.84,27.3,2020,Yes
Assam,Jorhat,Well,Pesticides,Low,5.09,5.32,21.0,2023,Yes
Gujarat,Ahmedabad, River ,Sewage, High ,6.61,5.83,26.2,2019,No
Maharashtra,Pune,Lake,Plastic Waste,high,7.54,4.5,21.9,2016,Yes
Delhi,New Delhi,RESERVOIR,Chromium,Low,,4.52,23.8,2020,No
Maharashtra,Aurangabad,Lake,Cadmium,High,6.42,3.33,18.8,2020,No
Bihar,Darbhanga,Lake,Plastic Waste,MEDIUM,9.43,,29.5,2018.0,No
Karnataka,Bengaluru,River,Cadmium,Medium,5.43,6.1,18.8,2024,Yes
Delhi,New Delhi,Pond,Cadmium,Low,8.22,5.24,20.7,2023,No
Kerala,Kollam,Canal,Mercury,Severe,7.62,1.85,19.6,2021,No
Bihar,Patna,Canal,Pesticides,Medium,6.34,5.17,30.9,2022,Yes
Rajasthan,Jodhpur,Reservoir,fluoride,High,6.62,2.07,31.2,2022,No
Rajasthan,Bikaner,LAKE,Arsenic,Low,6.81,3.72,23.3,2017,Yes
Madhya Pradesh,Gwalior,Lake,Fluoride,Medium,7.62,2.6,21.6,2017,Yes
Maharashtra,Pune,Reservoir,Chromium,Severe,8.48,7.13,20.5,2024,No
Delhi,New Delhi,Canal,Fluoride,High,7.62,8.02,22.5,2017.0,no
Odisha,Cuttack,CANAL,mercury,High,7.28,2.1,34.1,2020,No
West Bengal,Howrah,Reservoir,Cadmium,High,6.88,3.01,28.5,2019,Yes
Uttar Pradesh,,Well,Nitrate,Medium,6.49,4.02,25.2,2021,Yes
Punjab,Amritsar,Canal,Cadmium,medium,8.02,3.51,19.9,2016,Yes
Kerala,Kozhikode,Pond,PESTICIDES,low,5.74,5.69,22.4,2017,No
Delhi,Rohini,Well,Fluoride,Severe,6.51,3.53,24.7,2021,No
Uttar Pradesh,Kanpur,Borewell,Sewage,Medium,6.77,8.21,10.7,2023,Yes
Kerala,Kochi,borewell,Mercury,Low,6.8,6.16,28.6,2024,Yes
Gujarat,Vadodara,Groundwater,Industrial Waste,High,7.84,4.75,27.5,2017,Yes
Tamil Nadu,Trichy,well,Chromium,Severe,5.08,6.32,19.1,2024,Yes
Karnataka,Hubli,Groundwater,Industrial Waste,Severe,7.36,8.9,24.9,2022,No
Rajasthan,Jodhpur,Groundwater,Fluoride,Medium,6.99,4.26,21.5,2015,Yes
Tamil Nadu,Coimbatore,Well,Lead,Severe,8.01,5.52,23.1,2020,no
Haryana,Karnal,River,Plastic Waste,High,6.88,3.44,24.3,2024,No
Bihar,Muzaffarpur,River,Cadmium,Low,6.59,7.44,23.8,2020,
Tamil Nadu,Trichy,POND,Sewage,severe,8.72,2.98,26.8,2022,Yes
Tamil Nadu,Chennai,Canal,CHROMIUM,Low,6.25,4.28,20.0,2024,Yes
Bihar,Muzaffarpur,Well,Industrial Waste,Severe,6.35,5.12,25.6,2016,Yes
Tamil Nadu,Madurai,Canal,Chromium,SEVERE,6.04,0.5,26.2,2020,Yes
Madhya Pradesh,Indore,Lake,Pesticides,High,4.86,6.71,28.9,2017,Yes
Punjab,Chandigarh,Well,Fluoride,Severe,7.58,7.89,25.0,2022,No
Tamil Nadu,Trichy,Reservoir,Lead,SEVERE,6.83,6.06,23.7,2023,Yes
Delhi,Dwarka,Well,Industrial Waste,Low,7.46,6.47,29.4,2016.0,Yes
Kerala,Kochi, Canal ,nitrate,Severe,7.83,5.56,22.2,2020,No
Odisha,Bhubaneswar,Lake,Nitrate,High,7.18,6.73,28.8,2017,Yes
Assam,Jorhat,Reservoir,Chromium,Medium,7.7,5.22,25.5,2024,No
Bihar,Bhagalpur,Canal,Chromium,HIGH,6.97,8.94,17.4,2019,NO
Bihar,Bhagalpur,Canal,Arsenic,High,6.67,4.74,27.1,2015,Yes
Odisha,Cuttack,River,Fluoride,High,,7.22,20.0,2020,NO
